,Date,Open,High,Low,Close,Volume,20-day MA,20-day Volatility,Signal
275,2023-08-14T00:00:00+05:30,50.75,50.75,49.35,50.05,9383229,49.2375,1.4681598758492291,Sell
276,2023-08-16T00:00:00+05:30,50.35,50.65,49.5,49.85,11317087,49.445,1.2129672187183065,Sell
277,2023-08-17T00:00:00+05:30,49.8,50.85,49.2,49.3,14298485,49.5875,0.989401068164593,Sell
278,2023-08-18T00:00:00+05:30,49.5,49.95,49.4,49.8,6616745,49.6625,0.9424038412490867,Sell
279,2023-08-21T00:00:00+05:30,49.85,50.25,49.7,50.05,5491642,49.815,0.7060080512445318,Sell
280,2023-08-22T00:00:00+05:30,50.3,50.35,49.55,49.8,10373885,49.8125,0.7059661166768455,Sell
281,2023-08-23T00:00:00+05:30,50.0,51.0,49.9,50.55,12055983,49.845,0.7249137879783026,Sell
282,2023-08-24T00:00:00+05:30,51.0,51.75,50.1,50.5,15772342,49.9,0.7310770713212,Sell
283,2023-08-25T00:00:00+05:30,50.45,50.6,49.9,50.05,9014741,49.95,0.7035623639742685,Sell
284,2023-08-28T00:00:00+05:30,50.4,51.2,50.0,50.6,10088764,49.972500000000004,0.7173553402683984,Sell
285,2023-08-29T00:00:00+05:30,51.0,51.3,50.65,50.9,15039213,49.95,0.6778448821165408,Sell
286,2023-08-30T00:00:00+05:30,51.25,51.45,50.8,50.95,16574071,49.907500000000006,0.5745192498272884,Sell
287,2023-08-31T00:00:00+05:30,51.15,51.25,50.1,50.2,12215245,49.97,0.5312349069073439,Sell
288,2023-09-01T00:00:00+05:30,50.35,51.05,49.9,50.25,15600040,50.0075,0.5227143227031028,Sell
289,2023-09-04T00:00:00+05:30,50.8,52.35,50.6,51.3,37020654,50.105000000000004,0.5730573591213917,Sell
290,2023-09-05T00:00:00+05:30,52.0,53.7,51.6,52.7,86754268,50.272499999999994,0.78948267538809,Sell
291,2023-09-06T00:00:00+05:30,53.25,53.6,52.15,53.3,35282390,50.477500000000006,1.0004571323576654,Buy
292,2023-09-07T00:00:00+05:30,53.55,54.35,53.0,53.95,34030394,50.7,1.2382075329838595,Buy
293,2023-09-08T00:00:00+05:30,54.0,54.25,52.2,52.8,32792462,50.855000000000004,1.2989773305428796,Buy
294,2023-09-11T00:00:00+05:30,53.45,55.0,52.55,54.7,111372704,51.08,1.5458262992230372,Buy
295,2023-09-12T00:00:00+05:30,55.2,55.7,50.15,50.7,78423300,51.1125,1.5297811160944128,Sell
296,2023-09-13T00:00:00+05:30,50.5,52.2,49.35,51.9,51861783,51.214999999999996,1.509278321792492,Buy
297,2023-09-14T00:00:00+05:30,52.35,56.85,51.6,55.9,112962101,51.545,1.7679083686665475,Buy
298,2023-09-15T00:00:00+05:30,56.5,56.6,54.1,54.8,56993750,51.794999999999995,1.8593221741725285,Buy
299,2023-09-18T00:00:00+05:30,54.8,55.45,53.85,54.2,43412811,52.0025,1.8857132533037653,Buy
300,2023-09-20T00:00:00+05:30,53.9,56.35,52.9,55.5,64391050,52.2875,1.964411991840179,Buy
301,2023-09-21T00:00:00+05:30,54.45,55.4,51.75,52.35,50891570,52.3775,1.921380739824806,Sell
302,2023-09-22T00:00:00+05:30,52.6,53.9,51.85,52.05,53675534,52.455,1.8722980531959392,Sell
303,2023-09-25T00:00:00+05:30,52.45,52.7,51.5,52.25,22810402,52.565,1.786211810390991,Sell
304,2023-09-26T00:00:00+05:30,52.4,52.8,51.45,51.6,21271205,52.614999999999995,1.7417550132889261,Sell
305,2023-09-27T00:00:00+05:30,51.8,52.4,51.1,52.0,30241826,52.67,1.7016555406276237,Sell
306,2023-09-28T00:00:00+05:30,52.3,52.75,51.6,51.9,30832380,52.717499999999994,1.6639581061278843,Sell
307,2023-09-29T00:00:00+05:30,52.15,53.8,52.15,52.8,34377987,52.847500000000004,1.5549136885849024,Sell
308,2023-10-03T00:00:00+05:30,53.1,53.95,52.8,53.15,21145618,52.99250000000001,1.4301522738216164,Sell
309,2023-10-04T00:00:00+05:30,53.15,53.5,52.0,53.25,23291977,53.089999999999996,1.3740642749086753,Sell
310,2023-10-05T00:00:00+05:30,52.0,53.65,51.7,53.05,48742608,53.1075,1.3710613445530706,Sell
311,2023-10-06T00:00:00+05:30,53.45,53.45,52.75,53.15,11951840,53.1,1.3703629945541667,Sell
312,2023-10-09T00:00:00+05:30,52.5,52.55,51.6,52.0,21159737,53.0025,1.3760617909937511,Sell
313,2023-10-10T00:00:00+05:30,52.35,52.6,51.9,52.3,14530708,52.9775,1.3844507746286143,Sell
314,2023-10-11T00:00:00+05:30,52.7,53.0,52.15,52.55,13848985,52.870000000000005,1.3258959235178833,Sell
315,2023-10-12T00:00:00+05:30,52.8,53.4,52.55,52.7,13114698,52.970000000000006,1.2252174887497287,Sell
316,2023-10-13T00:00:00+05:30,52.4,53.1,52.3,52.45,10970978,52.9975,1.2059583435248253,Sell
317,2023-10-16T00:00:00+05:30,51.95,52.5,51.7,52.15,12913226,52.81,1.0058513021846713,Sell
318,2023-10-17T00:00:00+05:30,52.45,53.9,52.25,53.1,19725789,52.725,0.8945007428441283,Sell
319,2023-10-18T00:00:00+05:30,53.4,53.8,51.75,52.05,24123697,52.61749999999999,0.8351292052580869,Sell
320,2023-10-19T00:00:00+05:30,51.95,52.7,51.8,52.05,12662066,52.44500000000001,0.49574505332483565,Sell
321,2023-10-20T00:00:00+05:30,52.05,52.5,51.05,51.5,13047711,52.402499999999996,0.5388767557577899,Sell
